Tweet,Sentiment,Subjectivity,Date
it couldnt be more clear really glynn outlines the reasons for new restrictions covid coronavirus,0.234090909,0.384469697,8/19/2020
except for the whole thing where he doesnt care about the fact that more than americans are dying every day from the coronavirus pandemictrumpvirus,0.35,0.45,8/19/2020
local officials in china hid coronavirus dangers from beijing us agenciesfind,0,0,8/19/2020
canary summer of love continues in a new episodea deep dive into the marxist background of blm is facing a recall i interview from about the correlation between protests and spikes in coronavirus and more,0.284090909,0.488636364,8/19/2020
coronavirus is showing us just how useful robotic surgery could be wired uk,0.1,0.1,8/19/2020
scott morrison walks back mandatory coronavirus vaccination comments,0,0,8/19/2020
there may be floating seasons later in the school year if the coronavirus abates,0,0,8/19/2020
older patients who tested positive for coronavirus in hospitalamp were moved to care homes shows there is something wrong in the systemamp hlth secretary shld get it stopped coronavirus isnt at high rate they cldnt be looked after in isolation in hosp drsampnursed are experts,0.013484848,0.57969697,8/19/2020
pence pence what about all the americans we have lost from the coronaviruswhen there is no more death from the coronavirus then we can claim the great american comeback,0.183333333,0.416666667,8/19/2020
read my new oped god wont save usyou want fireworks heres some fire lets see how it worksgod wont save us from this novel coronavirus pandemic he has already given us the gifts and the tools we need to succeed becountedbecounted,0.136363636,0.454545455,8/19/2020
lockdowns coronavirus and banks following the money,0,0.1,8/19/2020
covid outbreak muhammad hafeez wahab riaz and five other pakistan cricketers test coronaviruspositive,-0.125,0.375,8/19/2020
what is the truth on humidity and coronavirus scientists are split via,0,0,8/19/2020
reno nevap the head of a new state coronavirus compliance review panel says decisions will be made thursday about whether bars and other businesses will be allowed to reopen just hours later in nevadas two largest metropolitan areas and four enmne,0.003787879,0.276515152,8/19/2020
just stp endcorruptionnow peeotus peepeetape goldenshowerstrump doyourjob trumpkillsusps coronavirus cheaters trumpcrimescommission trumpvirusdeathtollk,0,0,8/19/2020
coronavirus creeps closer to isolated arrow people in amazon the group of indigenous people in brazils far west reaches of the amazon are showing signs of covid after handling what may have been infected foodstuffs tools amp clothing left by nomads,0.05,0.5,8/19/2020
food insecurity created by coronavirus pandemic continues to affect treasure coast aug pm et,0,0,8/19/2020
mask freedom rally speech in keene new hampshire maskfreedom covid keene newhampshire coronavirus,0.136363636,0.454545455,8/19/2020
best sats in the world do not indicate commonsense good judgment nor immunity to sarskids are kids cbs news notre dame coronavirus cases surge to via,0.85,0.45,8/19/2020
cities towns at high risk for coronavirus infections in massachusetts,0.16,0.54,8/19/2020
coronavirus today august,0,0,8/19/2020
you go with them ill go with me and my doctor the corona virus has been the most politicized crisis in the history of earth why on earth should i listen to the fda,0,0.75,8/19/2020
thereidout cnn msnbc the consequences of trump racism effect us all daily if doctors in the us on visas die while fighting the coronavirus their families could be forced to leave the country or face deportation,-0.15,0.1,8/19/2020
notre dame and michigan state became the latest colleges to move classes online because of the coronavirus on tuesday as colleges struggle to contain outbreaks and students continue to congregate in large groups without masks or social distancing,0.249206349,0.465079365,8/19/2020
the whole covid thing has officially replaced coronavirus in conversation,0.2,0.4,8/19/2020
new coronavirus cases detected in melbourne hospitals as major outbreak at frankston infects dozens via,0.099431818,0.477272727,8/19/2020
because and rafael think coronavirus is a hoax,0,0,8/19/2020
coronavirus are all supermarket jobs really lowlevel skilled roles,0.35,0.35,8/19/2020
femaleled countries handled coronavirus better study suggests,0.5,0.5,8/19/2020
how about this no brainersynthetic quinine aka chloroquine worksthe maps prove itcompare the chloroquine saturated red malaria regions to the covid mapthey are virtually coronavirus freepeople take mg a week or simply drink tonicquinine water as a prophylaxis,0,0.178571429,8/19/2020
alert local officials in china hid coronavirus dangers frombeijing us agencies find global pandemic news coronavirus covid protests,0,0,8/19/2020
uconn students evicted from dorms after crowded parties amid coronavirus via,0,0,8/19/2020
trump pushes colleges to continue reopening amid a string of campus coronavirus outbreaks vixc latestcomments,0,0,8/19/2020
the mere fact that some people chose to listen to trump about the coronavirus and wound up dying from it is almost unfathomable to me people really are dumb,-0.225,0.4,8/19/2020
make vaccine available to all pope francis urges vatican vaccine popefrancis covid covid coronavirus vaxxed,0.4,0.4,8/19/2020
virus review trail of bubbles leads scientists to new coronavirus clue heres the latest,0.318181818,0.677272727,8/19/2020
tomi trump discussing a few dozen cases of coronavirus million people in american and the best fox can find is tomi lahren waitthey also found laura ingraham didnt they,0.266666667,0.133333333,8/19/2020
farrakhan is actually right anthony fauci and bill gates are trying to depopulate the earth with coronavirus vaccines i do believe hes right now he has made himself even more of an enemy to the establishment hes definitely antideep state,0.267857143,0.517857143,8/19/2020
no cure for cancer no cure for flue every year but within months they are coming up for man made corona virus vaccinations from winnipeg manitoba sent vials to wigan weeks prior to roll out of g weaponization programs in china killing more then million citizens,0.25,0.25,8/19/2020
freelancing in the time of coronavirus the open notebook,0,0.5,8/19/2020
a local nursing home is continuing to deal with a coronavirus outbreak within its walls one man said his grandmother who lives inside caught the virus hear the story tonight on wtva news,0,0,8/19/2020
these along roadsides in gutters blown into corners with plastic bags hung randomly in trees a thing we would have never seen prior to months ago covid coronavirus covid,-0.25,0.25,8/19/2020
how i survived covid my coronavirus recovery timeline symptoms an via what the media will not share with you hundreds of videos available survivable not the black death for of us oh its real and bad ass in some cases,-0.066666667,0.45,8/19/2020
cuba is about to start testing its own covid vaccine authorities say coronavirus authorities covid cuba start testing vaccine,0.6,1,8/19/2020
georgia texas and florida lead the country in coronavirus cases per capita,0,0,8/19/2020
coronavirus in spain from tourism hotspot to contagion hotbed,0,0,8/19/2020
trumps incompetence has caused much damage to our country his failure to handle the coronavirus has collapsed our economy dead this number may climb to can you believe he still has people out there willing to vote for him it is what it is,-0.016666667,0.4125,8/19/2020
and then there are hideous places like halwyn that are unclassifiable the quad centre dozens of hidden secret amp unclassified places whack that virus into halwyn and you are going to kill a bunch of people as quick as you can say coronavirus,-0.077777778,0.511111111,8/19/2020
united federation of teachers officials unveiled their own school safety plan alongside a warning for city officials over coronavirus fears,0.6,1,8/19/2020
stars amp stripes is reporting bases in south korea reinstate travel restrictions as coronavirus cases grow,0,0,8/19/2020
though it isnt free of problems learning outside might be the only way to provide parents with a break kids with an adequate education and teachers with protection from the coronavirus outdoorlearning rethinkoutside covid,0.183333333,0.545833333,8/19/2020
coronavirus in nj whats reopening what concerts festivals and shows are rescheduled canceled aug,0,0,8/19/2020
marmon big tech could emerge from coronavirus crisis stronger than ever,0,0.1,8/19/2020
the has been calling on the trump admin to create a national response for the need for more ppesix months into the coronavirus covidpandemic and the trump admin is still failing to acthospitals drs rns businesses schools america still needs ppe,0.5,0.5,8/19/2020
theres a vaccine for the flu which im sure some people get and still die unfortunately there is no vaccine for this coronavirus also this covid deaths are actually anywhere from times to times the number of influenza fatalities,0,0.662962963,8/19/2020
the coronavirus has robbed us of a precious beach music season,0.5,1,8/19/2020
cnbc fed officials expect that coronavirus will weigh heavily on the economy minutes showvia,-0.2,0.5,8/19/2020
hey im with team joe and saw that youre also fed up with desantis and trumps negligence when it comes to the coronavirus in florida would you like to join me in volunteering for the movement to vote them out,0,0,9/19/2020
oh look a pedal tavern in with no masks this evening icymi appleton wi is in the nation for uncontrolled community spread of coronavirus were never gonna be rid of this thing,0,0,9/19/2020
president buhari is committed to lifting nigerians out of poverty and reducing the pains and negative impact of coronavirus on the people,-0.3,0.4,9/19/2020
covid in india coronavirus,0,0,9/19/2020
professor neil ferguson could well be vindicated yetuk cases seem to be rising almost as precipitously as in spring and the graph for france is even more spectacular than spring lets not follow in frances footsteps covid coronavirus covididiots,0.55,0.7,9/19/2020
texas usa northamerica cases death recovered critical new death population coronavirus covid sarscovforecast,0.068181818,0.627272727,9/19/2020
it seems fitting that in the two worse states at handling the coronavirus are battling for the stanley cup stanleycupfinals stars lighting,0.05,0.55,9/19/2020
the total number of coronavirus cases in turkey exceed the health ministry says as authorities struggle to contain a resurgence in the covid outbreakmore here,0,0.75,9/19/2020
which areas are under new coronavirus restrictions coronavirus corona virus coronaviruspandemic pandemic covid covidpandemic staysafe coronawillendsoon trending trendingtopic trendingnews,0.136363636,0.454545455,9/19/2020
kettle moraine football team to forfeit two games because of coronavirus,0,0,9/19/2020
queensland records no new cases of coronavirus overnight as border restrictions set to be eased with acta bit late for the young lady who couldnt unite with her family at her dads funeral,-0.089393939,0.484848485,9/19/2020
victoria records new coronavirus cases and five deaths,0.136363636,0.454545455,9/19/2020
the pandemic from the coronaviruss perspective,0,0,9/19/2020
the coronavirus vaccine volunteer i hope this is a kick up the ass to do things better vaccines and immunisation,0.5,0.5,9/19/2020
contentious issue debate about masks not whole story respiratory protection plan needs to consider all risks amp multiple complementary mitigation strategiesvic coronavirus healthcare workers not getting best ppe or more n masks amid shortage fears,0.35,0.3,9/19/2020
is anyone out there tracking trump rallies and the spread of coronavirus i am not smart enough to do that kind of math but with that data you can pinpoint how many people trump killed directly might be a good number to know,0.22755102,0.506122449,9/19/2020
florida state football coach mike norvell tests positive for coronavirusassistant coach chris thomsen will take overflorida state is on a bye week and is scheduled to return to the gridiron sept for a rivalry game against the university of miami,-0.086363636,0.472727273,9/19/2020
farouk i think you have tested positive coronavirus,0.227272727,0.545454545,9/19/2020
nowif you could only put this much effort into saving lives from coronavirus pandemic,0.1,0.6,9/19/2020
biden calls on trump to resign for his failures on coronavirus,0,0,9/19/2020
collegegames have bgeen postponed mike norwell tested positive for coronavirus idiots like hookstead love seeing athletes treated like lab rats,-0.024242424,0.648484848,9/19/2020
denver small business resources for coronavirus help,-0.25,0.4,9/19/2020
rising stress and depression in coronavirusrelated losses and media consumption,0,0,9/19/2020
top personal finance news how women are feeling the economic impacts of coronavirus cnn see more,0.3,0.375,9/19/2020
the deadline for mailin ballots to be counted even if they arrive after the polls close on election day which stood as the previous deadline stephens attributed her ruling to the impact of the chinese coronavirus pandemic,-0.083333333,0.083333333,9/19/2020
south superstore costco among regina businesses exposed to coronavirus,0,0,9/19/2020
south superstore costco among regina businesses exposed to coronavirus,0,0,9/19/2020
amid coronavirus pandemic texas border agents see human smuggling on the rise,0,0.1,9/19/2020
what would trump call covid if it had originated in the united states wrong answers only trump trumprally coronavirus covid,-0.25,0.95,9/19/2020
judge to announce uber london licence decision on september latestupdatecoronavirusannounce decision judge licence london september uber,0,0,9/19/2020
backbench tories plot to reignin governments coronavirus powers in commons showdown,0,0,9/19/2020
us surpasses coronavirus deaths doubling toll in a span of four months,0,0,9/19/2020
two more coronavirus deaths and new cases in walescoronavirus corona virus coronaviruspandemic pandemic covid covidpandemic staysafe coronawillendsoon trending trendingtopic trendingnews,0.318181818,0.477272727,9/19/2020
with the coronavirus and flu season i have to be extra careful dont you worry i will take extra precautions when im out ill continue to play it safe you just continue to be cool as a cucumber well enjoy the rest of tonight im going to watch tv until bedtime,0.092857143,0.55,9/19/2020
they are savages evil anarchists the democrats dont give a shit about the american people or the country itself we owe them nothing we need trump for more years coronavirus trumplandslidevictory trumprally trump,-0.175,0.575,9/19/2020
coronavirus is shaping up to be very bad for banksbut not for bitcoin covid pandemic btc btc crypto cryptocurrency,-0.91,0.866666667,9/19/2020
natch you dont get decide how viruses behave either the data tells us how they are behaving hope simpson seasonality gompertz law and t cell resistance are not conspiracy theories they were accepted science before coronaviruswhat changed,0,0,9/19/2020
trump dictator i dont give a flying fvck people are dying from the coronavirus and trump doesnt give a flying fvck this isnt america because this country isnt free from trumps racist ass motherfvcking tyranny and now with supporters flocking to block voting poll,0.4,0.8,9/19/2020
hey im with team joe and saw that youre also fed up with desantis and trumps negligence when it comes to the coronavirus in florida would you like to join me in volunteering for the movement to vote them out,0,0,9/19/2020
trump i will have the votes for scotusamerica we need a stimulus coronavirus trump no votes for stimulus you dont need it get back to work for hr you lowlifes,0,0,9/19/2020
months till and i have yet to contract the corona virus can we just say men real quick,0.5,0.75,9/19/2020
kettle moraine football team to forfeit two games because of coronavirus sep pm et,0,0,9/19/2020
california usa northamerica cases death recovered critical new death population coronavirus covid sarscovforecast,0.068181818,0.627272727,9/19/2020
moderna expects to make million doses of coronavirus vaccine by end,0,0,9/19/2020
can someone help me i mean how in specific are people getting the coronavirus at all sarscov i mean telling the truth would help not wearing a mask or wild buffalo,-0.13125,0.475,9/19/2020
im immune to corona virus that cant affect a god,0,0,9/19/2020
the vital role of big data in the fight against coronavirus bigdata learning machinelearning,0.05,0.25,9/19/2020
trump is jealous of obama especially of his peace prize he should be tested no of corona virus but any other substance he ready to be institutionalised since north carolina rally i am taking gravol pillshow can people endure minute of this,0.025,0.625,9/19/2020
coronavirus may increase premature births studies suggest,0,0,9/19/2020
iowa sees new positive coronavirus cases,0.181818182,0.5,9/19/2020
in the news coronavirus on si new cases no additional deaths hospitalizations rise coronavirus covid ncov,0.136363636,0.454545455,9/19/2020
coronavirus bubbles how do they work and who is in yours,0,0,9/19/2020
in the news coronavirus in dc maryland virginia what to know on sept coronavirus covid ncov,0,0,9/19/2020
coronavirus bubbles how do they work and who is in yours,0,0,9/19/2020
in the news illinois surpasses million covid tests new coronavirus cases additional deaths coronavirus covid ncov,0.136363636,0.454545455,9/19/2020
in the news coronavirus in minnesota mdh reports covid cases deaths coronavirus covid ncov,0,0,9/19/2020
coronavirus do people still have to shield,0,0,9/19/2020
nigerias coronavirus infections surpass,0,0,9/19/2020
coronavirus do people still have to shield,0,0,9/19/2020
in the news coronavirus stats ataglance florida adds cases on saturday coronavirus covid ncov,0,0,9/19/2020
in the news how it all went wrong again in europe as second wave grips continent coronavirus covid ncov,-0.25,0.45,9/19/2020
if the virus behaves like the other corona virus that caused a global pandemic in the nd wave will be the more serious sustained outbreak,0.010416667,0.385416667,9/19/2020
im tired of the coronavirus lockdown but i must admit there are some benefits im reading more books and viewing more documentariesshoutout to shelterinplace virtual film series for tonights screening of birth of a movement william monroe trotter is one of my heroes,0.2,0.566666667,9/19/2020
as per the indian council of medical research icmr guidelines the test has met high quality benchmarks with sensitivity and specificity for detecting the novel coronavirus,0.08,0.27,9/19/2020
sounds to me like you dont think coronavirus exists has it not hit your hospital yet,0,0,9/19/2020
wait so if we just ban coronavirus in the us itll just go away,0,0,9/19/2020
victoria records lowest singleday coronavirus case increase in three months,0,0,9/19/2020
as president trump talks about vaccines for coronavirus entourage behind him on stage wear masks but several are wearing them incorrectly only about half of people in audience are wearing masks ncpol ncvotes,-0.141666667,0.466666667,9/19/2020
does wearing glasses protect you from coronavirus,0,0,9/19/2020
two more coronavirus deaths and new cases in wales coronavirus corona virus coronaviruspandemic pandemic covid covidpandemic staysafe coronawillendsoon trending trendingtopic trendingnews,0.318181818,0.477272727,9/19/2020
biggest fcking duchebag on twitter rtbidenharrislandslide resist trumpisaloser rbglegacy coronavirus,0,0,9/19/2020
omgso curious what their thoughts about coronavirus are or better yet their insights in chemtrails,0.2,0.75,9/19/2020
coronavirus orange county reported new cases and new deaths as of sept sep pm et,0.136363636,0.454545455,9/19/2020
the public still does not understand the gravity of the threat of coronavirus even with these lockdowns and masks it could still go on to be just as bad as the spanish flu that killed tens of millions,-0.225,0.183333333,9/19/2020
of course conditions can always change thats why the seasonal flu comes and goes and then comes again we will never get rid of coronavirus or influenza but its good to see they arent that deadly,0.25,0.5,9/19/2020
two more coronavirus deaths and new cases in wales coronavirus corona virus coronaviruspandemic pandemic covid covidpandemic staysafe coronawillendsoon trending trendingtopic trendingnews,0.318181818,0.477272727,9/19/2020
the coronavirus pandemic is only the quiet before the storm of climate change,0,0.666666667,9/19/2020
this is what you built coronavirus casesdeaths,0,0,9/19/2020
let this sink in doctors in india have died from coronavirus,0,0,9/19/2020
dear government on coronavirus stop wasting my bloody time,-0.8,0.9,9/19/2020
hey look that cutie mark crusaders caught by a covid coronavirus thats the nd incident,0,0,9/19/2020
health do dominican coronavirus deaths top today healthcaribbean,0.5,0.5,9/19/2020
coronavirus santa clara county passes cases amid statewidedecline,0,0,9/19/2020
in kenya singers are finding musical inspiration in the coronavirus pan,0,0,9/19/2020
coronavirus update in us new cases confirmed new recovered new deaths total cases in us confirmed recovered deaths daily cases increase reported today utc time,0.172727273,0.587662338,9/19/2020
if this is true its an act of warcoronavirus whistleblower speaks out about possible covid origin on tuc via,0.175,0.825,9/19/2020
florida coronavirus update new cases more deaths,0.318181818,0.477272727,9/19/2020
when coronavirus settles down could you do a live show in japanaskalicia,-0.00959596,0.394444444,9/19/2020
florida coronavirus update new cases more deaths,0.318181818,0.477272727,9/19/2020
florida coronavirus update new cases more deaths,0.318181818,0.477272727,9/19/2020
up coverageunemployment coronavirusupdate cdcus courtunveils campaignunless controversialusa concernsupi christina,0,0,9/19/2020
jbs meatpacking company received a fine from the occupational safety and health administration in response to exposure of its employees to the coronavirusosha stated that the fine was the maximum amount that was allowed by lawread more,0.444444444,0.5,9/19/2020
assassin happy birthdaymy interpretation of the scorpions blackout album cover updated for the coronavirus age,0.8,1,9/19/2020
more than deaths are recorded coronavirus guatemala,0.5,0.5,9/19/2020
fashion beauty companies that got ppp coronavirus business loans wwd,0,0,9/19/2020
questions about whether the developer of a muchtouted coronavirus vaccine has been upfront by and,0,0,9/19/2020
according to lates artificialinteligence research by mckinsey in healthcare is one of the areas with low ai transformationbut now thanks to coronavirus probably health is the researchers prioritypostcovid era will see a bunch of health care ai startups,0.1,0.25,9/19/2020
every american people should see this video coronavirus why this american expat supports china via,0,0,9/19/2020
senior tories plot to stop boris johnson enforcing new emergency coronavirus lockdown with parliamentarylock,0.136363636,0.454545455,9/19/2020
claims coronavirus is a hoaxmaybe a few of those will find out that this virus is not a hoaxit loves our freedomsit loves the fact we like to socialize,-0.2,0.1,9/19/2020
argentina health officials say nation has surpassed million coronavirus cases only the th country to do so,0,1,10/19/2020
of course were tired of the coronavirus mr president wishful thinking wont make it go away,-0.4,0.7,10/19/2020
they are literally all over i see them every day the msm continues to let the trump show dominate airtime the crazier he is the more they show him anything to distract them from coronavirus joblessness hunger homelessness death healthcare,0.5,0.5,10/19/2020
and wont laugh when discussing the coronavirus stimulus like moneymitch did,0.3,0.1,10/19/2020
surge in coronavirus cases puts strain on wisconsin hospitalsthis wouldnt have anything to do with the riots would it you know the ones that continued night after night because the democrat leaders wouldnt let trump help foxnews cbsnews,0,0,10/19/2020
coronavirus hospitalizations are growing in states as fauci warns the world not on the road to ending pandemic yet,0,0,10/19/2020
twitter blocks tweet from white house coronavirus advisor dr scott atlas wait i thought we should listen to scientists oh i get it only the scientists they agree with it,0,0.5,10/19/2020
and yet will continue to downplay wearing a mask and the corona virus as over americans have died he should be charged with murder,0,0,10/19/2020
its so interesting to see how different ppl open doors now lmao coronavirus,0.275,0.65,10/19/2020
opinion of course were tired of the coronavirus mr president wishful thinking wont make it go away,-0.4,0.7,10/19/2020
surge in coronavirus cases puts strain on wisconsin hospitals,0,0,10/19/2020
greensboro coronavirusrelated hospitalizations at record numbers monday health officials say,0,0,10/19/2020
uh in online performance only it supposed to be in the tour but the corona virus came up,0,1,10/19/2020
watch despite saying hell stand up to trump when its wrong for michigan john james doubled down on his praise for trumps bungled coronavirus response that has devastated our state james is nothing but empty promises misen,-0.251851852,0.562962963,10/19/2020
trump blames fauci and these idiots for his own coronavirus ineptitude,-0.1,0.9,10/19/2020
covid first uk airport coronavirus testing begins,0.25,0.333333333,10/19/2020
no coronavirus death to date in vietnam we on the other hand have had deaths in the last minutes,-0.0625,0.220833333,10/19/2020
travel coronavirus has the new welsh circuit breaker left me stuck in a rhodes block travalogy,0.068181818,0.227272727,10/19/2020
think about this million americans slipped into poverty amid corona virus pandemic new study saysand this fake president talks bull every day people believe trump and follow himbidenharris,-0.181818182,0.727272727,10/19/2020
rdgzmarisela nat got coronavirus,0,0,10/19/2020
titans may be fined by nfl for coronavirus violations but wont lose draft picks or forfeitgames,0,0,10/19/2020
uab will team up specialists to help treat ongoing coronavirus symptoms,0,0,10/19/2020
a local couple wrote a book explaining the coronavirus pandemic to children went to their home in wilmington for a sneak peak,0,0,10/19/2020
florida reports highest coronavirus numbers in past two months cbs miami,-0.25,0.25,10/19/2020
coronavirus reinfection cases what we know so far and the vital missing clues immunesystem covid covid coronavirus covid vaccine covidvaccine coronavirusvaccine vaccination via,0,0.483333333,10/19/2020
state health officials open mobile testing sites across illinois as coronavirus cases soar,0,0.5,10/19/2020
with the new laptop revelationsis this when joe gets corona virus,0.136363636,0.454545455,10/19/2020
victoria records one new coronavirus case and no deaths in the past hours the day rolling case average for melbourne is now while regional victoria is covid victorialockdown melbournelockdown covidvicdata,-0.087878788,0.368181818,10/19/2020
the cognitive dissonance of reading about the nationwide surge in coronavirus cases and receiving emails from the governors office saying that libraries can reopen to the public is blowing my mind,0,0.066666667,10/19/2020
at a pandal in kolkata goddess durga has been reimagined as a doctor fighting coronavirus,0,0,10/19/2020
opinion trumps rotting red meat the presidents rallies are now only nonstop rants and familiar grievances but it wont change the fact that a majority of americans believe trump has mismanaged the coronavirus pandemic,0.125,0.5,10/19/2020
she is totally crup every day s of people get cought corona virus in eu and s of them dies all help goes to north europa italians can die spanish can die no helps elderly people they all can die seems no problem for her people lose their parents because of her,0,0.375,10/19/2020
masks to prevent corona virus do not work,0,0,10/19/2020
they still dont get the seriousness of climate change or even coronavirus,0,0,10/19/2020
actually my knowledge of coronaviruses is that we will never be immune however our amazing immune system will recognize one of the mutations amp adapt to make infections less severe for example the common cold is a coronavirus,-0.093333333,0.513333333,10/19/2020
us coronavirus cases climb toward a new peak shots health news npr,0.136363636,0.454545455,10/19/2020
so now twitter is blocking the white house coronavirus doctor scott atlas unbelievable,-0.125,0.5,10/19/2020
so its been lie after lie and then just to make sure of the decimation of the old society lie again after yrs of extortionate research theyve never produced a viable vaccine for coronavirus they are prepping to reset society for a new genesis capitalist sysyem,0.245454545,0.514478114,10/19/2020
boko haram amp corona virus on break since this protest began endsars awkuzusars endpolicebrutalityinnigeranow reformnigeria,0,0,10/19/2020
california wont allow any distribution of new coronavirus vaccines in the nations most populous state until it is reviewed by the states own panel of experts gov gavin newsom said monday,0.412121212,0.651515152,10/19/2020
alert the spin pritzker lightfoot sound alarm on covidsurge lightfoot likely to face controversy over her budget mayor says she was not told of extop cops impr global pandemic news coronavirus covid protests,0.133333333,0.466666667,10/19/2020
absolutely devastating daniel andrew slammed over crippling coronavirus restrictions,-1,1,10/19/2020
it was a coronavirus briefing he was talking about the situation there,0,0,10/19/2020
trumps den of dissent inside the white house task force as coronavirus surges,0,0,10/19/2020
cdcs novel coronavirus ncov realtime rtpcr diagnostic panel revision effective detection of viral rna may not indicate the presence of infectious virus or that ncov is the causative agent for clinical symptoms,0.6,0.8,10/19/2020
pm imran warns of second spike in covid cases in cities with high pollution levels prime minister imran khan on monday cautioned that a second wave of the novel coronavirus may hit cities with a high level of pollution in the coming months as the,0.08,0.27,10/19/2020
jim cramer says these thesis stocks including peloton and netflix will go higher until coronavirus iscontrolled,0.25,0.5,10/19/2020
drashishjha on the coronavirus pandemic the end is not near covidout of controldrjha almost every publichealthofficial i know has received death threats,-0.05,0.4,10/19/2020
coronavirus should children returning to school wear facecoverings,0,0,10/19/2020
i wonder how many more people have to die donald trump is a disgrace he is downplaying the corona virus while it is on the rise in this country you obviously dont care either,0.333333333,0.5,10/19/2020
not often i agree with but hes absobleedinlutely right on thiscovidcoronavirusherdimmunitywearamask,0.285714286,0.535714286,10/19/2020
masks dont work what a joke coronavirus,0,0,10/19/2020
joe biden rather than take responsibility and lead president trump continues to downplay covid donald trump didnt take necessary precautions to protect himself and others coronavirus covid,0,1,10/19/2020
the cares act included money for public institutions hurt by the pandemic but in yet another case of coronavirus relief money not going where it was supposed to on may betsy devos directed million in funds to private and religious schools vs public ones,0,0.189583333,10/19/2020
so im curious has anyone heard of anyone passing on from anything besides the corona virus,-0.1,1,10/19/2020
socialist ideologies that the left are pushing have never historically succeeded name one thing that impacted your life negatively on a personal level that happened in the last years not including the corona virus not your ideologies serious major change,-0.045138889,0.255555556,10/19/2020
california wont allow virus vaccines without state approval coronavirus approval california state vaccines virus wont,0,0,10/19/2020
preach board member harris we are stronger togethercoronavirus will not defeat us we are,0,0,10/19/2020
trump says americans tired of hearing fauci and all these idiots discuss covid coronavirus corona virus coronaviruspandemic pandemic covid covidpandemic staysafe coronawillendsoon trending trendingtopic trendingnews,-0.6,0.75,10/19/2020
texas usa northamerica cases death recovered critical new death population coronavirus covid sarscovforecast,0.068181818,0.627272727,10/19/2020
concerns grow about coronavirus spread large gatherings in holmes county oct pm et,0.214285714,0.428571429,10/19/2020
argentina health officials say nation has surpassed million coronavirus cases only the th,0,1,10/19/2020
white house tv radiologist leads nation toward miraculous quarter million dead from coronavirus,-0.1,0.2,10/19/2020
trump calls cnn dumb bastards for covering coronavirus,-0.375,0.5,10/19/2020
wisconsin state park visits surge amid coronaviruspandemic,0,0,10/19/2020
browse our guides to staying safe and well as us deaths from covid have passed plus take a quiz to see if you can separate coronavirus truth from fiction,0.5,0.5,10/19/2020
k people a day going into povertyright now thats about the same rate they are dying of coronavirus thereidout,0,0.125,10/19/2020
global coronavirus cases surpass million milestone,0,0,10/19/2020
i voted by mail today as i am a bonafide new mexican resident somewhat amp oftentimes displaced in austin tx by the corona virus,0.068181818,0.227272727,10/19/2020
victoria records one new coronavirus case as pressure mounts for daniel andrews to endlockdown,0.136363636,0.454545455,10/19/2020
just a reminder of what the yam man said on sept trump calls coronavirus deaths in us a shame,0,0,10/19/2020
officials are imploring san diegans to maintain vigilance as positive case rates for the coronavirus continue to increase in the region,0.227272727,0.545454545,10/19/2020
trump says americans tired of hearing fauci and all these idiots discuss covid coronavirus corona virus coronaviruspandemic pandemic covid covidpandemic staysafe coronawillendsoon trending trendingtopic trendingnews,-0.6,0.75,10/19/2020
total confirmed covid cases by county for ma our covid visualizations provide accurate insight into covid thanks to our data scientists and data provided by usafacts covidvislualizations coviddata smcanalytics covid coronavirus,0.25,0.645833333,10/19/2020
all your articles are dated and the predictions they made turned out to be dead wrongeven with states like ma or ny which restrained job growth due to cya fear of coronavirus the us did better,0.058333333,0.425,10/19/2020
covid first uk airport coronavirus testingbegins,0.25,0.333333333,10/19/2020
investigation launched into trumps political interference in cdc and fdas coronavirus work,0,0.1,10/19/2020
cdcs novel coronavirus ncov realtime rtpcr diagnostic panel revision effective since no quantified virus isolates of the ncov are currently available,0.5,0.6,10/19/2020
why does the allow hc wear a shield instead of a mask covid coronavirus,0,0,10/19/2020
jan nsad robertobrian told coronavirus could go global based on opensource intel only bc intelagencies nih cdc amp who had no data amp china liedreal whistleblower liwenliangmd died,0,0.5,10/19/2020
my dawg arthur morgan caught the coronanew episode up now on the channel this series is coming to a close so make sure yall caught upthis another banger red dead rememption ii part arthur got the corona virus via,0.1,0.42962963,10/19/2020
how can you think corona virus is a g conspiracy,0,0,10/19/2020
nigerian security forces is more deadly than coronavirus in fact nigerian security forces are more deadly than weapons of mass destructionsendsars endsars endsars endsars endsars endsars endsars endsars endsars endsars endsars endsars endsars endsars,0.15,0.45,10/19/2020
on cnn right now christopher cross discussing his harrowing battle with coronavirusi couldnt remember his music and then came across this lates sweet tune christopher cross sailingall rightthink of lauraarthurs theme live via,0.154415584,0.337142857,10/19/2020
yes im not sure why he is saying there were no curfews ive done a google search on germany curfews coronavirus and a number of reliable sources are telling me there were,-0.25,0.888888889,10/19/2020
coronavirus stimulus white house ups offer to almost trillion ahead of pelosis tuesday deadline via cmon guys give us a stimulus check,0,0,10/19/2020
trump says americans tired of hearing fauci and all these idiots discuss covid coronavirus corona virus coronaviruspandemic pandemic covid covidpandemic staysafe coronawillendsoon trending trendingtopic trendingnews,-0.6,0.75,10/19/2020
hahaha whos for more years of thistrump attacked dr anthony fauci as a disaster called his other public health officials idiots and claimed that people are tired of coronavirus,-0.104166667,0.473611111,10/19/2020
covid first uk airport coronavirus testingbegins,0.25,0.333333333,10/19/2020
covid first uk airport coronavirus testingbegins,0.25,0.333333333,10/19/2020
